weather,traffic,temp,hour,delay
rain,low,277.01,9,0
clear,low,277.01,9,0
rain,medium,277.21,10,0
clear,medium,277.21,10,0
clear,medium,278.22,11,0
clear,medium,279.65,12,0
clear,medium,279.65,12,0
clear,medium,281.2,13,0
clear,medium,282.46,14,0
clear,medium,283.53,15,0
clear,medium,283.98,16,0
clear,medium,284.21,17,0
clear,medium,283.6,18,0
clear,medium,282.06,19,0
clear,medium,279.81,20,0
clear,low,278.5,21,0
clear,low,276.64,22,0
clear,low,275.91,23,0
clear,low,275.02,0,0
clear,low,274.39,1,0
clear,low,274.17,2,0
clear,low,273.98,3,0
clear,low,273.78,4,0
clear,low,273.78,4,0
clear,low,273.61,5,0
clear,high,273.57,6,0
clear,high,273.82,7,0
clear,high,274.04,8,0
clear,medium,274.39,9,0
clear,medium,274.39,9,0
clear,high,276.39,12,0
clear,high,276.47,13,0
clear,high,275.66,16,0
clear,high,274.92,17,0
clear,medium,274.4,18,0
clear,medium,273.38,19,0
clear,low,270.81,20,0
clear,medium,270.52,21,0
clear,low,269.51,22,0
clear,low,268.7,0,0
clear,low,267.71,1,0
clear,low,267.25,2,0
clear,low,266.61,3,0
clear,low,265.96,4,0
clear,low,265.46,5,0
clear,high,265.19,6,0
clear,high,264.91,7,0
clear,high,265.06,8,0
clear,high,266.04,9,0
clear,medium,267.25,10,0
clear,medium,268.46,11,0
clear,high,269.94,12,0
clear,medium,271.24,13,0
clear,high,272.36,14,0
clear,high,273.18,15,0
clear,high,273.52,16,0
clear,high,273.76,17,0
clear,medium,273.64,18,0
clear,medium,273.21,19,0
clear,low,271.79,20,0
clear,low,270.91,21,0
clear,low,270.29,22,0
clear,low,269.53,23,0
clear,low,269.0,0,0
clear,low,268.5,1,0
clear,low,267.85,2,0
clear,low,267.24,3,0
clear,low,266.73,4,0
clear,low,266.01,5,0
clear,high,265.77,6,0
clear,high,265.41,7,0
clear,high,266.01,8,0
clear,high,267.57,9,0
clear,medium,269.64,10,0
clear,medium,271.04,11,0
clear,high,272.62,12,0
clear,high,273.31,13,0
clear,high,274.07,14,0
clear,high,274.77,15,0
clear,high,274.97,16,0
clear,high,275.39,17,0
clear,medium,275.12,18,0
clear,medium,274.33,19,0
clear,low,272.74,20,0
clear,low,271.75,21,0
clear,low,271.11,22,0
clear,low,270.06,23,0
clear,low,269.31,0,0
clear,low,268.65,1,0
clear,low,268.08,2,0
clear,low,267.32,3,0
clear,low,266.83,4,0
clear,low,266.39,5,0
clear,high,265.67,6,0
clear,high,265.95,7,0
clear,high,267.64,8,0
clear,high,270.88,9,0
clear,medium,273.53,10,0
clear,high,275.45,11,0
clear,high,276.79,12,0
clear,high,277.72,13,0
clear,high,278.74,14,0
clear,high,279.53,15,0
clear,high,279.84,16,0
clear,high,280.07,17,0
clear,medium,280.38,18,0
clear,medium,280.2,19,0
clear,medium,279.23,20,0
clear,low,278.33,21,0
clear,low,277.6,23,0
clear,low,277.61,0,0
clear,low,278.05,1,0
clear,low,278.28,2,0
clear,low,278.74,3,0
clear,low,278.76,4,0
clear,low,278.32,5,0
clear,high,277.9,6,0
clear,high,277.4,7,0
clear,high,277.18,8,0
clear,high,277.38,9,0
clear,high,279.37,11,0
clear,high,280.43,12,0
clear,high,281.54,13,0
clear,high,282.29,14,0
clear,high,282.86,15,0
clear,high,282.63,16,0
clear,high,281.96,17,0
clear,medium,281.36,18,0
clear,medium,280.23,19,0
clear,low,278.83,20,0
clear,low,276.99,21,0
clear,low,275.92,22,0
clear,low,275.01,23,0
clear,low,273.75,0,0
clear,low,273.1,1,0
clear,low,272.22,2,0
clear,low,271.98,3,0
clear,low,271.35,4,0
clear,low,270.94,5,0
clear,low,269.66,7,0
clear,low,270.53,8,0
clear,medium,272.78,9,0
clear,medium,274.29,10,0
clear,medium,275.93,11,0
clear,medium,277.29,12,0
clear,high,278.18,13,0
clear,medium,278.62,14,0
snow,medium,278.06,15,0
snow,medium,276.87,16,0
clear,medium,276.87,16,0
rain,medium,276.87,16,0
snow,medium,275.39,17,0
clear,medium,275.39,17,0
rain,medium,275.39,17,0
rain,medium,275.39,17,0
snow,medium,274.52,18,0
clear,medium,274.52,18,0
rain,medium,274.52,18,0
snow,medium,274.43,19,0
clear,medium,274.43,19,0
snow,low,274.27,20,0
clear,low,274.27,20,0
clear,medium,274.47,21,0
clear,medium,274.54,22,0
clear,low,274.72,23,0
clear,low,274.93,0,0
clear,low,275.19,1,0
clear,low,275.62,2,0
clear,low,275.96,3,0
clear,low,276.27,4,0
rain,low,276.57,5,0
clear,low,276.68,6,0
clear,low,276.79,7,0
clear,low,277.04,8,0
rain,low,277.49,9,0
rain,low,277.49,9,0
clear,medium,278.58,10,0
clear,medium,281.22,11,0
clear,medium,282.78,12,0
clear,medium,283.97,13,0
rain,medium,283.68,14,0
rain,medium,282.5,15,0
rain,medium,282.5,15,0
rain,medium,281.11,16,0
clear,medium,281.11,16,0
rain,medium,281.11,16,0
rain,medium,279.57,17,0
clear,medium,279.57,17,0
rain,medium,279.57,17,0
rain,medium,278.01,18,0
clear,medium,278.01,18,0
clear,low,277.39,19,0
rain,low,277.39,19,0
clear,low,277.0,20,0
clear,low,276.57,21,0
clear,low,276.29,22,0
clear,low,276.13,23,0
clear,low,276.12,0,0
clear,low,275.96,1,0
clear,low,275.84,2,0
clear,low,275.58,3,0
clear,low,275.14,4,0
clear,low,274.97,5,0
clear,high,275.02,6,0
clear,high,275.06,7,0
clear,high,275.22,8,0
clear,medium,275.43,9,0
clear,medium,275.78,10,0
clear,medium,276.22,11,0
clear,medium,277.03,12,0
clear,medium,277.29,13,0
clear,high,279.53,14,0
clear,high,280.17,15,0
clear,high,280.86,16,0
clear,high,281.45,17,0
clear,medium,281.33,18,0
clear,medium,281.04,19,0
clear,low,280.4,20,0
rain,low,279.81,21,0
rain,low,279.81,21,0
rain,low,279.11,22,0
rain,low,279.11,22,0
rain,low,279.11,22,0
rain,low,278.39,23,0
rain,low,278.39,23,0
rain,low,278.39,23,0
rain,low,278.02,0,0
rain,low,278.02,0,0
rain,low,277.78,1,0
clear,low,277.78,1,0
rain,low,277.78,1,0
rain,low,277.78,1,0
rain,low,277.93,2,0
clear,low,277.93,2,0
rain,low,277.93,2,0
rain,low,277.93,3,0
clear,low,277.93,3,0
rain,low,277.93,3,0
rain,low,277.93,3,0
rain,low,277.86,4,0
clear,low,277.86,4,0
rain,low,277.86,4,0
rain,low,277.73,5,0
clear,low,277.73,5,0
rain,low,277.73,5,0
clear,high,277.55,6,0
rain,high,277.55,6,1
clear,high,277.53,7,0
rain,high,277.53,7,1
clear,high,277.22,8,0
clear,high,277.22,8,0
rain,high,277.22,8,1
clear,high,277.22,9,0
rain,high,277.22,9,1
clear,medium,277.49,10,0
clear,medium,277.88,11,0
clear,medium,278.58,12,0
clear,medium,279.09,13,0
clear,high,279.57,14,0
clear,high,279.57,14,0
clear,high,279.9,15,0
clear,high,279.9,15,0
clear,high,280.05,16,0
clear,high,280.19,17,0
clear,medium,280.01,18,0
clear,medium,279.45,19,0
clear,low,278.88,20,0
clear,medium,278.05,21,0
clear,low,277.72,22,0
clear,low,277.44,23,0
clear,low,277.4,0,0
clear,low,277.16,1,0
clear,low,276.84,2,0
clear,low,276.62,3,0
clear,low,276.31,4,0
clear,low,276.19,5,0
clear,high,275.96,6,0
clear,high,275.68,7,0
rain,high,275.35,8,1
rain,high,275.03,9,1
rain,medium,274.62,10,0
clear,medium,274.62,10,0
clear,medium,274.49,11,0
rain,medium,274.58,12,0
snow,medium,274.58,12,0
clear,medium,274.58,12,0
clear,medium,274.58,12,0
rain,medium,275.38,13,0
snow,medium,275.38,13,0
rain,high,276.36,14,1
clear,high,277.55,15,0
clear,high,279.1,16,0
clear,high,278.69,17,0
clear,medium,278.59,18,0
clear,medium,278.33,19,0
clear,low,277.77,20,0
clear,low,277.05,21,0
rain,low,276.16,22,0
snow,low,275.18,23,0
rain,low,275.18,23,0
clear,low,275.18,23,0
snow,low,274.06,0,0
clear,low,274.06,0,0
snow,low,272.8,1,0
clear,low,272.8,1,0
snow,low,272.8,1,0
clear,low,272.8,1,0
rain,low,272.8,1,0
snow,low,272.52,2,0
clear,low,272.52,2,0
clear,low,272.29,3,0
clear,low,272.68,4,0
clear,low,272.3,5,0
clear,medium,272.37,6,0
clear,medium,272.61,7,0
clear,medium,273.08,8,0
clear,medium,273.64,9,0
clear,medium,274.2,10,0
clear,medium,274.53,11,0
clear,medium,275.27,12,0
clear,medium,275.66,13,0
clear,medium,275.89,14,0
clear,medium,276.25,15,0
clear,high,276.18,16,0
clear,high,276.29,17,0
rain,medium,276.2,18,0
snow,medium,276.2,18,0
snow,low,275.87,19,0
snow,low,275.62,20,0
clear,medium,275.65,21,0
clear,low,275.85,22,0
rain,low,275.31,23,0
snow,low,275.31,23,0
snow,low,275.12,0,0
rain,low,275.12,0,0
snow,low,274.93,1,0
rain,low,275.0,2,0
rain,low,274.93,3,0
snow,low,274.5,4,0
snow,low,273.65,5,0
snow,low,273.65,5,0
snow,high,273.09,6,1
clear,high,273.09,6,0
snow,high,273.09,6,1
snow,high,272.6,7,1
clear,high,272.6,7,0
snow,high,272.6,7,1
clear,high,272.6,7,0
snow,high,272.15,8,1
clear,high,272.15,8,0
snow,high,272.08,9,1
clear,high,272.08,9,0
clear,high,272.08,9,0
snow,high,272.08,9,1
snow,medium,272.75,10,0
clear,medium,272.75,10,0
snow,medium,272.75,10,0
snow,high,273.39,11,1
clear,high,273.39,11,0
snow,high,273.9,12,1
clear,high,273.9,12,0
clear,high,273.9,12,0
snow,high,274.21,13,1
clear,high,274.21,13,0
clear,high,274.21,13,0
clear,high,274.43,14,0
clear,high,274.64,15,0
rain,high,274.65,16,1
clear,high,274.65,16,0
rain,high,274.65,16,1
clear,high,274.65,16,0
clear,high,274.26,17,0
rain,high,274.26,17,1
clear,medium,274.07,18,0
snow,medium,274.07,18,0
rain,medium,273.79,19,0
clear,medium,273.79,19,0
snow,medium,273.58,20,0
clear,medium,273.58,20,0
snow,low,273.24,21,0
clear,low,273.24,21,0
snow,low,272.9,22,0
clear,low,272.9,22,0
snow,low,272.62,23,0
clear,low,272.62,23,0
snow,low,272.26,0,0
clear,low,272.26,0,0
snow,low,272.26,0,0
snow,low,271.88,1,0
clear,low,271.88,1,0
snow,low,271.57,2,0
clear,low,271.57,2,0
snow,low,271.45,3,0
clear,low,271.45,3,0
snow,low,271.45,3,0
snow,low,271.13,4,0
clear,low,271.13,4,0
snow,low,271.13,4,0
snow,low,270.85,5,0
clear,low,270.85,5,0
snow,low,270.79,6,0
clear,low,270.79,6,0
snow,low,270.77,7,0
clear,low,270.77,7,0
snow,low,271.24,8,0
clear,low,271.24,8,0
snow,medium,271.76,9,0
clear,medium,271.76,9,0
clear,medium,272.47,10,0
snow,medium,272.88,11,0
clear,medium,272.88,11,0
clear,high,273.42,12,0
clear,high,273.8,13,0
clear,high,274.63,14,0
snow,medium,274.82,15,0
snow,medium,274.86,16,0
snow,medium,274.84,17,0
snow,medium,274.51,18,0
snow,medium,273.98,19,0
clear,medium,273.98,19,0
snow,low,273.33,20,0
clear,low,273.33,20,0
snow,low,272.86,21,0
snow,medium,272.53,22,0
snow,low,272.28,23,0
snow,low,271.91,0,0
snow,low,271.75,1,0
snow,low,271.63,2,0
clear,low,271.63,2,0
snow,low,271.32,3,0
clear,low,271.32,3,0
snow,low,271.21,4,0
clear,low,271.21,4,0
clear,low,271.15,5,0
snow,low,271.15,5,0
clear,low,271.26,6,0
snow,low,271.26,6,0
snow,low,271.22,7,0
clear,low,271.22,7,0
clear,low,271.56,8,0
clear,low,271.94,9,0
clear,low,272.63,10,0
snow,medium,273.35,11,0
snow,medium,274.03,12,0
clear,medium,274.52,13,0
clear,medium,274.62,14,0
clear,medium,274.83,15,0
clear,medium,275.1,16,0
clear,medium,275.06,17,0
clear,medium,275.05,18,0
clear,low,274.79,19,0
clear,low,274.37,20,0
clear,low,273.69,21,0
clear,low,272.95,22,0
clear,low,272.09,23,0
clear,low,271.71,0,0
clear,low,271.7,1,0
clear,low,272.29,2,0
clear,low,272.52,3,0
clear,low,272.58,4,0
snow,low,272.61,5,0
snow,high,272.19,6,1
snow,high,271.81,7,1
snow,high,271.91,8,1
snow,medium,272.38,9,0
snow,medium,272.66,10,0
snow,medium,272.93,11,0
snow,medium,273.21,12,0
rain,medium,273.25,13,0
clear,medium,273.25,13,0
snow,medium,273.25,13,0
clear,high,273.36,14,0
rain,high,273.36,14,1
snow,high,273.36,14,1
rain,high,273.36,15,1
clear,high,273.36,15,0
snow,high,273.36,15,1
rain,high,273.37,16,1
clear,high,273.37,16,0
snow,high,273.37,16,1
rain,high,273.53,17,1
clear,high,273.53,17,0
rain,medium,273.62,18,0
clear,medium,273.62,18,0
rain,medium,273.73,19,0
clear,medium,273.73,19,0
snow,medium,273.73,19,0
snow,low,273.81,20,0
snow,low,274.07,21,0
rain,low,274.4,22,0
rain,low,274.69,23,0
clear,low,274.69,23,0
clear,low,275.2,0,0
clear,low,275.12,1,0
clear,low,274.92,2,0
clear,low,274.66,3,0
clear,low,274.44,4,0
clear,low,274.02,5,0
clear,high,273.53,6,0
clear,high,273.34,7,0
clear,high,273.43,8,0
clear,high,273.76,9,0
clear,medium,274.4,10,0
clear,medium,274.97,11,0
clear,medium,275.46,12,0
clear,high,275.85,13,0
clear,high,276.4,14,0
clear,high,276.61,15,0
clear,high,276.72,16,0
clear,high,276.78,17,0
clear,medium,276.49,18,0
clear,medium,276.34,19,0
clear,low,275.92,20,0
clear,low,275.34,21,0
clear,low,275.15,22,0
clear,low,274.92,23,0
clear,low,274.59,0,0
clear,low,274.65,1,0
clear,low,274.51,2,0
clear,low,274.37,3,0
clear,low,274.19,4,0
clear,low,273.76,5,0
clear,high,273.76,6,0
clear,high,273.76,7,0
clear,high,273.86,8,0
clear,medium,274.34,10,0
clear,medium,275.04,11,0
clear,high,275.89,12,0
clear,medium,277.16,13,0
clear,high,277.82,14,0
clear,high,278.84,15,0
clear,high,279.33,16,0
clear,high,279.62,17,0
clear,medium,279.56,18,0
clear,medium,278.92,19,0
clear,low,278.39,20,0
clear,low,276.63,21,0
clear,low,276.43,22,0
clear,low,275.46,23,0
clear,low,275.11,0,0
clear,low,274.98,1,0
clear,low,274.43,2,0
clear,low,274.51,3,0
clear,low,274.79,4,0
clear,low,275.16,5,0
clear,high,275.15,6,0
clear,high,275.07,7,0
clear,high,275.54,8,0
clear,high,275.78,9,0
clear,medium,275.83,10,0
clear,medium,276.15,11,0
clear,medium,276.3,12,0
clear,medium,276.43,13,0
clear,medium,277.1,14,0
clear,medium,277.45,15,0
clear,medium,277.56,16,0
clear,medium,277.26,17,0
rain,low,276.64,18,0
clear,low,276.64,18,0
rain,low,276.64,18,0
rain,low,276.24,19,0
clear,low,276.24,19,0
rain,low,276.24,19,0
rain,low,275.69,20,0
clear,low,275.69,20,0
rain,low,275.69,20,0
rain,low,275.33,21,0
clear,low,275.33,21,0
rain,low,275.33,21,0
snow,low,275.33,21,0
clear,low,274.79,22,0
rain,low,274.79,22,0
rain,low,274.79,22,0
rain,low,274.79,22,0
snow,low,274.79,22,0
snow,low,274.79,22,0
rain,low,274.65,23,0
clear,low,274.65,23,0
rain,low,274.65,23,0
snow,low,274.65,23,0
snow,low,274.65,23,0
rain,low,274.36,0,0
snow,low,274.36,0,0
rain,low,274.19,1,0
clear,low,274.19,1,0
rain,low,274.19,1,0
snow,low,274.19,1,0
clear,low,274.03,2,0
rain,low,274.03,2,0
snow,low,274.03,2,0
rain,low,273.89,3,0
clear,low,273.89,3,0
snow,low,273.89,3,0
clear,low,273.74,4,0
snow,low,273.53,5,0
clear,medium,273.36,6,0
rain,medium,273.36,6,0
snow,medium,273.36,6,0
snow,high,273.14,7,1
clear,medium,273.09,9,0
clear,medium,273.29,10,0
snow,medium,273.29,10,0
snow,medium,273.36,11,0
clear,medium,273.47,12,0
snow,medium,273.47,12,0
clear,medium,273.39,13,0
snow,medium,273.39,13,0
clear,medium,273.39,13,0
snow,medium,273.39,13,0
snow,high,273.38,14,1
clear,high,273.38,14,0
clear,high,273.38,14,0
snow,high,273.38,14,1
snow,high,273.35,15,1
clear,high,273.35,15,0
clear,high,273.35,15,0
snow,high,273.35,15,1
snow,high,273.37,16,1
clear,high,273.37,16,0
clear,high,273.41,17,0
snow,high,273.41,17,1
clear,high,273.41,17,0
snow,high,273.41,17,1
snow,medium,273.33,18,0
clear,medium,273.33,18,0
snow,medium,273.33,18,0
snow,medium,273.28,19,0
clear,medium,273.28,19,0
snow,medium,273.23,20,0
clear,medium,273.23,20,0
clear,medium,273.23,20,0
snow,medium,273.23,20,0
snow,medium,272.96,21,0
clear,medium,272.96,21,0
snow,medium,272.96,21,0
snow,medium,272.73,22,0
clear,medium,272.73,22,0
snow,medium,272.73,22,0
snow,low,272.7,23,0
clear,low,272.7,23,0
snow,low,272.7,23,0
snow,low,272.63,0,0
clear,low,272.63,0,0
snow,low,272.63,0,0
snow,low,272.65,1,0
clear,low,272.65,1,0
snow,low,272.58,2,0
clear,low,272.58,2,0
snow,low,272.58,3,0
clear,low,272.58,3,0
snow,low,272.47,4,0
clear,low,272.47,4,0
snow,low,272.16,5,0
clear,low,272.16,5,0
snow,low,271.98,6,0
clear,low,271.98,6,0
snow,low,271.81,7,0
clear,low,271.81,7,0
snow,medium,271.77,8,0
snow,medium,271.86,9,0
clear,medium,271.86,9,0
clear,medium,271.86,9,0
snow,medium,272.04,10,0
clear,medium,272.04,10,0
snow,medium,272.4,11,0
snow,high,272.96,12,1
snow,medium,273.42,13,0
clear,high,274.29,14,0
clear,medium,274.77,15,0
clear,medium,275.2,16,0
clear,medium,275.51,17,0
clear,medium,275.58,18,0
clear,medium,275.41,19,0
clear,medium,274.91,20,0
clear,medium,273.62,21,0
clear,medium,272.77,22,0
clear,low,271.12,0,0
clear,low,270.37,1,0
clear,low,269.63,2,0
clear,low,268.95,3,0
clear,low,268.21,4,0
clear,low,267.55,5,0
clear,low,266.92,6,0
clear,low,266.66,7,0
clear,low,268.08,8,0
clear,low,270.0,9,0
clear,medium,271.85,10,0
clear,medium,273.63,11,0
clear,medium,275.13,12,0
clear,medium,276.03,13,0
clear,medium,276.63,14,0
clear,medium,277.06,15,0
clear,medium,277.46,16,0
clear,medium,277.39,17,0
clear,medium,277.22,18,0
clear,medium,276.66,19,0
clear,medium,275.73,20,0
clear,low,274.49,21,0
clear,low,273.65,22,0
clear,low,273.42,23,0
clear,low,273.76,0,0
clear,low,274.04,1,0
clear,low,274.32,2,0
snow,low,274.29,3,0
clear,low,274.29,3,0
snow,low,273.78,4,0
clear,low,273.78,4,0
snow,low,273.58,5,0
clear,low,273.58,5,0
snow,high,273.81,6,1
rain,high,273.81,6,1
snow,high,274.04,7,1
snow,high,274.6,8,1
rain,high,274.97,9,1
rain,medium,275.57,10,0
clear,medium,276.69,11,0
clear,medium,278.0,12,0
clear,medium,279.45,13,0
clear,high,280.36,14,0
clear,high,280.99,15,0
rain,high,281.35,16,1
rain,high,281.68,17,1
rain,high,281.68,17,1
rain,medium,281.11,18,0
clear,medium,281.11,18,0
rain,medium,281.11,18,0
rain,low,281.07,19,0
clear,low,281.07,19,0
rain,low,281.07,19,0
rain,low,281.07,19,0
clear,low,281.07,19,0
rain,low,281.01,20,0
clear,low,281.01,20,0
clear,low,280.6,21,0
clear,low,279.66,22,0
clear,low,278.21,23,0
clear,low,277.34,0,0
clear,low,276.99,1,0
clear,low,276.4,2,0
clear,low,275.95,3,0
clear,low,275.67,4,0
clear,low,275.49,5,0
clear,high,275.17,6,0
clear,high,275.13,7,0
clear,high,275.38,8,0
clear,medium,276.07,9,0
clear,medium,276.76,10,0
clear,medium,277.9,11,0
clear,medium,278.55,12,0
clear,medium,278.7,13,0
clear,high,278.1,14,0
snow,high,277.12,15,1
rain,high,277.12,15,1
rain,high,277.12,15,1
snow,high,277.12,15,1
rain,high,276.33,16,1
snow,high,276.33,16,1
snow,high,275.15,17,1
clear,high,275.15,17,0
rain,high,275.15,17,1
snow,high,275.15,17,1
snow,medium,273.89,18,0
clear,medium,273.89,18,0
snow,medium,273.89,18,0
clear,medium,273.89,18,0
snow,medium,273.61,19,0
clear,medium,273.61,19,0
snow,medium,273.61,19,0
clear,medium,273.61,19,0
snow,low,273.41,20,0
snow,low,273.41,20,0
clear,low,273.41,20,0
snow,medium,273.34,21,0
clear,medium,273.34,21,0
snow,low,273.26,22,0
clear,low,273.26,22,0
snow,low,273.26,22,0
clear,low,273.26,22,0
snow,low,273.2,23,0
clear,low,273.2,23,0
snow,low,273.2,23,0
clear,low,273.2,23,0
snow,low,273.16,0,0
clear,low,273.16,0,0
snow,low,273.08,1,0
clear,low,273.08,1,0
snow,low,272.86,2,0
clear,low,272.86,2,0
snow,low,272.73,3,0
clear,low,272.73,3,0
snow,low,272.37,4,0
clear,low,272.37,4,0
snow,low,272.0,5,0
clear,high,271.68,6,0
clear,high,271.21,8,0
clear,high,272.24,9,0
clear,medium,273.06,10,0
clear,medium,273.91,11,0
clear,high,275.19,12,0
clear,high,275.68,13,0
clear,high,276.77,14,0
clear,high,277.51,15,0
clear,high,277.81,16,0
clear,high,278.07,17,0
clear,medium,278.16,18,0
clear,medium,277.86,19,0
clear,low,276.56,20,0
clear,low,274.92,21,0
clear,low,274.07,22,0
clear,low,273.24,23,0
clear,low,272.55,0,0
clear,low,271.85,1,0
clear,low,271.29,2,0
clear,low,270.58,3,0
clear,low,270.26,4,0
clear,low,270.11,5,0
clear,high,270.08,6,0
clear,high,270.48,7,0
clear,high,272.21,8,0
clear,high,274.34,9,0
clear,medium,276.58,10,0
clear,high,278.87,11,0
clear,high,280.6,12,0
clear,high,281.49,13,0
clear,high,282.69,14,0
clear,high,282.76,15,0
rain,high,282.08,16,1
rain,high,282.08,16,1
clear,high,281.36,17,0
rain,high,278.63,18,1
rain,high,278.63,18,1
clear,medium,277.49,19,0
rain,medium,276.39,20,0
rain,low,275.56,21,0
clear,low,275.36,22,0
clear,low,275.42,23,0
rain,low,275.24,0,0
snow,low,275.24,0,0
clear,low,274.79,1,0
clear,low,274.51,2,0
clear,low,274.39,3,0
clear,low,273.97,4,0
clear,low,273.75,5,0
clear,high,273.27,6,0
clear,high,273.19,7,0
clear,high,274.89,9,0
clear,high,275.6,10,0
clear,high,276.55,11,0
clear,high,278.03,12,0
clear,high,279.31,13,0
clear,high,280.63,14,0
clear,high,281.8,15,0
clear,high,282.58,16,0
clear,high,283.03,17,0
clear,high,283.19,18,0
clear,medium,282.75,19,0
clear,medium,281.7,20,0
clear,medium,281.01,21,0
clear,medium,280.52,22,0
clear,low,280.34,23,0
clear,low,280.31,0,0
rain,low,280.41,1,0
clear,low,280.5,2,0
rain,low,281.03,3,0
rain,low,281.03,3,0
rain,low,281.14,4,0
clear,low,280.9,5,0
clear,low,280.88,6,0
clear,low,280.91,7,0
clear,medium,282.57,8,0
clear,medium,285.27,9,0
clear,medium,286.61,10,0
clear,medium,288.86,11,0
clear,high,289.7,12,0
clear,high,290.97,13,0
clear,high,292.59,14,0
clear,medium,293.41,15,0
clear,medium,294.13,16,0
clear,medium,294.61,17,0
clear,medium,294.47,18,0
clear,medium,294.04,19,0
clear,medium,292.83,20,0
clear,medium,289.38,21,0
clear,low,287.88,22,0
clear,low,286.26,23,0
clear,low,285.08,0,0
clear,low,283.88,1,0
clear,low,281.4,2,0
clear,low,280.41,3,0
clear,low,279.36,4,0
clear,low,278.42,5,0
clear,low,277.85,6,0
clear,low,277.64,7,0
clear,low,280.22,8,0
clear,medium,284.48,9,0
clear,medium,288.12,10,0
clear,medium,290.23,11,0
clear,high,292.58,12,0
clear,medium,293.69,13,0
clear,medium,295.0,14,0
clear,medium,295.56,15,0
clear,medium,295.89,16,0
clear,medium,296.15,17,0
clear,medium,295.92,18,0
clear,low,295.48,19,0
clear,low,294.06,20,0
clear,low,291.82,21,0
clear,low,290.32,22,0
clear,low,289.48,23,0
clear,low,288.53,0,0
clear,low,287.77,1,0
clear,low,286.75,2,0
clear,low,285.89,3,0
clear,low,285.29,4,0
clear,low,284.73,5,0
clear,high,284.25,6,0
clear,high,283.86,7,0
clear,high,284.86,8,0
clear,high,286.96,9,0
clear,medium,289.51,10,0
clear,medium,291.77,11,0
clear,medium,293.76,12,0
clear,medium,295.26,13,0
clear,high,295.99,14,0
clear,high,298.04,15,0
clear,high,299.19,16,0
clear,high,299.4,17,0
clear,medium,298.66,18,0
clear,medium,296.55,19,0
clear,low,294.06,20,0
clear,low,293.17,21,0
rain,low,289.77,22,0
rain,low,287.99,23,0
clear,low,286.81,0,0
clear,low,285.89,1,0
clear,low,285.43,2,0
clear,low,285.22,3,0
clear,low,284.3,4,0
clear,low,283.29,5,0
clear,high,281.83,6,0
clear,high,281.85,7,0
clear,high,282.3,8,0
clear,high,283.79,9,0
clear,medium,286.43,10,0
clear,medium,287.63,11,0
clear,high,289.88,12,0
clear,high,293.0,13,0
clear,high,293.66,14,0
clear,high,294.95,15,0
clear,high,295.68,16,0
clear,high,296.04,17,0
clear,medium,295.83,18,0
clear,medium,295.67,19,0
clear,low,294.5,20,0
clear,low,292.8,21,0
clear,low,290.96,22,0
clear,low,291.1,23,0
clear,low,290.62,0,0
clear,low,290.32,2,0
clear,low,290.18,3,0
rain,low,290.18,4,0
rain,low,290.12,5,0
clear,high,290.17,6,0
clear,high,291.15,7,0
clear,high,292.04,8,0
clear,high,293.5,9,0
clear,medium,293.32,10,0
clear,medium,292.48,11,0
clear,medium,291.25,12,0
clear,medium,291.38,13,0
clear,high,291.71,14,0
clear,high,292.33,15,0
clear,high,292.22,16,0
clear,high,292.24,17,0
clear,medium,292.43,18,0
clear,medium,291.61,19,0
clear,low,290.47,20,0
clear,low,288.47,21,0
clear,low,288.14,22,0
clear,low,287.27,23,0
clear,low,286.85,0,0
clear,low,285.64,1,0
clear,low,284.88,2,0
clear,low,283.92,3,0
rain,low,281.64,4,0
rain,low,281.64,4,0
rain,low,281.09,5,0
rain,high,279.67,6,1
rain,high,278.73,7,1
clear,high,278.73,7,0
rain,high,278.73,7,1
rain,high,277.33,8,1
clear,high,277.33,8,0
snow,high,277.33,8,1
rain,high,277.33,8,1
rain,high,276.07,9,1
clear,high,276.07,9,0
snow,high,276.07,9,1
rain,medium,275.43,10,0
clear,medium,275.43,10,0
snow,medium,275.43,10,0
snow,medium,275.42,11,0
clear,medium,275.42,11,0
rain,high,275.31,12,1
clear,high,275.31,12,0
snow,high,275.2,13,1
clear,high,275.2,13,0
rain,high,275.2,13,1
snow,high,275.85,14,1
clear,high,275.85,14,0
snow,high,276.28,15,1
clear,high,276.28,15,0
snow,high,277.02,16,1
clear,high,277.02,16,0
clear,high,277.81,17,0
rain,medium,277.96,18,0
clear,medium,277.74,19,0
rain,medium,277.69,20,0
clear,low,277.89,21,0
clear,low,277.71,22,0
clear,low,278.19,23,0
clear,low,277.82,0,0
rain,low,277.22,1,0
snow,low,276.89,2,0
snow,low,275.91,3,0
clear,low,275.91,3,0
clear,low,275.73,4,0
clear,low,275.5,5,0
clear,high,275.22,6,0
clear,high,275.03,7,0
clear,high,275.12,8,0
clear,high,275.49,9,0
clear,medium,275.77,10,0
clear,high,276.28,11,0
clear,high,276.95,12,0
clear,high,278.36,13,0
clear,high,280.02,14,0
clear,high,280.27,15,0
clear,high,280.87,16,0
clear,high,280.4,17,0
clear,medium,280.03,18,0
clear,medium,279.52,19,0
clear,medium,278.99,20,0
clear,medium,277.98,21,0
clear,low,277.23,22,0
clear,low,276.55,23,0
clear,low,276.08,0,0
clear,low,275.66,1,0
clear,low,274.96,2,0
clear,low,274.41,3,0
clear,low,274.31,4,0
clear,low,273.68,5,0
